,	0.040975909291537695
the	0.03901445930735444
.	0.03868287936438542
and	0.024698677390179762
a	0.024374575243101937
to	0.022364398976014752
of	0.0165271350156573
:	0.015108428281641582
i	0.013468620008468725
)	0.011969973224183887
(	0.011754467970984029
in	0.011399007325007636
for	0.008519380493074283
``	0.008062173579133148
you	0.00800379852733735
that	0.0076766570180585875
''	0.00750047049809309
`	0.0074398279856077035
it	0.006099372767305031
with	0.005831860649778009
can	0.005228185424058327
*	0.004798381013770096
on	0.004660017667860718
your	0.004503514636434629
be	0.00447215613753606
;	0.004371953672594018
this	0.004350388674120694
or	0.004205029970764712
=	0.004187903405981648
are	0.003960578410889253
's	0.0036047800580016444
|	0.0032394776677555463
{	0.00310174149182414
}	0.0030597211033000574
an	0.003046164583006984
'	0.0029303311124601163
[	0.0028107828658898797
]	0.0027998797570420696
--	0.00276639852898729
1	0.0027512982056715173
from	0.0027086024033250045
us	0.0026682223055125394
?	0.0026150575889183503
by	0.0025973038541573143
de	0.0025480468889643314
have	0.0025304378857366736
>	0.0025086799118855126
will	0.002430524883861387
if	0.0022858898381722956
their	0.0020827350091540283
use	0.0020804193046199803
we	0.002058757818457738
not	0.001988466537080484
-	0.0019648752971398683
2	0.0019602438880717723
data	0.0019416700079549275
<	0.0019253153446832122
#	0.0018450858313473354
how	0.00172471743942129
they	0.0017046962439706652
do	0.0016821181247636957
3	0.0016690922867596747
ne	0.0015377242982969007
what	0.0015263387510044972
create	0.001523733583403693
at	0.0015009142449744267
help	0.0014884190892594585
which	0.001458845612605885
new	0.0014550343488935974
more	0.0013993609523875227
other	0.0013940541294969956
$	0.0013901946219402488
about	0.0013722961556458348
!	0.0013470163811491423
ha	0.0013379947822352463
such	0.0012880141593753734
make	0.0012870010386417273
but	0.0012661596978352939
also	0.0012514453252751962
all	0.0012464279654514252
4	0.00123296793284727
wa	0.0012133326881523202
work	0.0012130914689300234
la	0.0011994384609480312
time	0.0011920571527457525
my	0.0011822636523205073
Here	0.0011754612702517407
one	0.0011668738659379788
provide	0.0011625801637810977
like	0.001151580567244369
user	0.0011384099977069702
5	0.0011316076156382036
me	0.001131221664882529
example	0.0011214281644572836
